1.06281,0.000872025,2
1.33033,0.00101021,3
1.52186,0.00135202,4
1.85085,0.0016383,5
2.1605,0.00227879,6
2.39352,0.00246703,7
2.61265,0.00309997,8
2.79952,0.00341532,9
2.96142,0.00382659,10
3.09088,0.00424948,11
3.23356,0.0048465,12
3.26317,0.00469101,13
3.32968,0.00463089,14
3.4415,0.00502284,15
3.48456,0.00469262,16
3.49429,0.00390159,17
3.40253,0.00904457,18
3.61629,0.00460253,19
3.59891,0.00439145,20
3.87278,0.00442444,21
3.87482,0.00449167,22
3.48399,0.00369162,23
4.2126,0.0109492,24
3.60516,0.00372125,25
3.40571,0.00349887,26
3.61842,0.00565417,27
2.79246,0.00340129,28
3.33825,0.00481986,29
4.21018,0.0176473,30
