0.639051,0
0.638075,0.1
0.634733,0.2
0.634643,0.3
0.635265,0.4
0.635455,0.5
0.637309,0.6
0.639202,0.7
0.637236,0.8
0.636623,0.9
0.636129,1
0.636394,1.1
0.636028,1.2
0.636489,1.3
0.636265,1.4
0.636997,1.5
0.6367,1.6
0.636517,1.7
0.635864,1.8
0.635777,1.9
0.636398,2
0.635696,2.1
0.635124,2.2
0.635422,2.3
0.635936,2.4
0.636536,2.5
0.637387,2.6
0.636547,2.7
0.636168,2.8
0.63436,2.9
0.630909,3
0.6238,3.1
0.611236,3.2
0.590179,3.3
0.55802,3.4
0.51334,3.5
0.457123,3.6
0.390473,3.7
0.319164,3.8
0.248909,3.9
0.183859,4
0.128838,4.1
0.0853459,4.2
0.0533446,4.3
0.0314435,4.4
0.0174898,4.5
0.00908228,4.6
0.00448922,4.7
0.00207236,4.8
0.000903517,4.9
0.000309901,5
9.82317e-05,5.1
3.37411e-05,5.2
9.36867e-06,5.3
2.05642e-06,5.4
2.24374e-07,5.5
0,5.6
0,5.7
0,5.8
0,5.9
0,6
0,6.1
0,6.2
0,6.3
0,6.4
0,6.5
0,6.6
0,6.7
0,6.8
0,6.9
0,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
