0.196149,0
0.19526,0.1
0.19378,0.2
0.191929,0.3
0.189282,0.4
0.187306,0.5
0.185575,0.6
0.185196,0.7
0.186043,0.8
0.18973,0.9
0.197293,1
0.207512,1.1
0.221792,1.2
0.23924,1.3
0.258312,1.4
0.276443,1.5
0.291293,1.6
0.300314,1.7
0.300267,1.8
0.290361,1.9
0.270939,2
0.241861,2.1
0.207312,2.2
0.169541,2.3
0.132418,2.4
0.0983231,2.5
0.0698431,2.6
0.0469683,2.7
0.0301882,2.8
0.018392,2.9
0.0105999,3
0.00580021,3.1
0.00303396,3.2
0.001506,3.3
0.000720027,3.4
0.000321447,3.5
0.000143606,3.6
5.87179e-05,3.7
2.36214e-05,3.8
7.88471e-06,3.9
2.92221e-06,4
7.50472e-07,4.1
5.86251e-07,4.2
7.15968e-08,4.3
6.99878e-08,4.4
0,4.5
0,4.6
0,4.7
0,4.8
0,4.9
0,5
0,5.1
0,5.2
0,5.3
0,5.4
0,5.5
0,5.6
0,5.7
0,5.8
0,5.9
0,6
0,6.1
0,6.2
0,6.3
0,6.4
0,6.5
0,6.6
0,6.7
0,6.8
0,6.9
0,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
