0.20858,0
0.207952,0.1
0.208684,0.2
0.209107,0.3
0.209412,0.4
0.210095,0.5
0.210646,0.6
0.211189,0.7
0.211784,0.8
0.212556,0.9
0.213525,1
0.21391,1.1
0.215169,1.2
0.21608,1.3
0.217249,1.4
0.217968,1.5
0.217301,1.6
0.216465,1.7
0.215222,1.8
0.21409,1.9
0.211649,2
0.209407,2.1
0.206364,2.2
0.203333,2.3
0.200066,2.4
0.197273,2.5
0.195611,2.6
0.194254,2.7
0.195003,2.8
0.197475,2.9
0.202803,3
0.210512,3.1
0.220951,3.2
0.233867,3.3
0.248434,3.4
0.262264,3.5
0.273905,3.6
0.281531,3.7
0.282753,3.8
0.27612,3.9
0.260662,4
0.237262,4.1
0.207543,4.2
0.174059,4.3
0.139508,4.4
0.106585,4.5
0.0773459,4.6
0.0533997,4.7
0.0348288,4.8
0.0207186,4.9
0.0101804,5
0.00476586,5.1
0.00218793,5.2
0.000938986,5.3
0.000392304,5.4
0.000152579,5.5
5.67212e-05,5.6
2.24239e-05,5.7
6.54829e-06,5.8
1.77967e-06,5.9
5.6626e-07,6
1.51923e-07,6.1
4.98309e-08,6.2
0,6.3
0,6.4
0,6.5
0,6.6
0,6.7
0,6.8
0,6.9
0,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
