0.639009,0
0.636678,0.1
0.634185,0.2
0.636803,0.3
0.635174,0.4
0.635172,0.5
0.635947,0.6
0.636293,0.7
0.635983,0.8
0.636577,0.9
0.636398,1
0.636357,1.1
0.636887,1.2
0.63677,1.3
0.636459,1.4
0.636403,1.5
0.635599,1.6
0.636006,1.7
0.637056,1.8
0.637254,1.9
0.637143,2
0.636876,2.1
0.635166,2.2
0.631381,2.3
0.62361,2.4
0.609433,2.5
0.585882,2.6
0.551992,2.7
0.505017,2.8
0.44593,2.9
0.378873,3
0.307899,3.1
0.237985,3.2
0.174675,3.3
0.121554,3.4
0.0800577,3.5
0.0498247,3.6
0.029273,3.7
0.0162305,3.8
0.00849678,3.9
0.00424141,4
0.00200004,4.1
0.000905492,4.2
0.000392012,4.3
0.000160321,4.4
5.80377e-05,4.5
1.86843e-05,4.6
8.39154e-06,4.7
2.31146e-06,4.8
4.40371e-07,4.9
6.16643e-08,5
0,5.1
0,5.2
0,5.3
0,5.4
0,5.5
0,5.6
0,5.7
0,5.8
0,5.9
0,6
0,6.1
0,6.2
0,6.3
0,6.4
0,6.5
0,6.6
0,6.7
0,6.8
0,6.9
0,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
