0.170114,0
0.183407,0.1
0.206348,0.2
0.2375,0.3
0.271164,0.4
0.302033,0.5
0.32515,0.6
0.336769,0.7
0.333367,0.8
0.317045,0.9
0.288626,1
0.251606,1.1
0.208053,1.2
0.164623,1.3
0.124241,1.4
0.0893352,1.5
0.0610223,1.6
0.0399231,1.7
0.0248525,1.8
0.0146934,1.9
0.00837162,2
0.00450954,2.1
0.00233492,2.2
0.00115342,2.3
0.00052736,2.4
0.000249806,2.5
0.000108346,2.6
4.35027e-05,2.7
1.61363e-05,2.8
7.68934e-06,2.9
2.547e-06,3
9.86456e-07,3.1
0,3.2
9.27563e-08,3.3
0,3.4
0,3.5
0,3.6
0,3.7
0,3.8
0,3.9
0,4
0,4.1
0,4.2
0,4.3
0,4.4
0,4.5
0,4.6
0,4.7
0,4.8
0,4.9
0,5
0,5.1
0,5.2
0,5.3
0,5.4
0,5.5
0,5.6
0,5.7
0,5.8
0,5.9
0,6
0,6.1
0,6.2
0,6.3
0,6.4
0,6.5
0,6.6
0,6.7
0,6.8
0,6.9
0,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
