0.201628,0
0.211736,0.1
0.21346,0.2
0.211107,0.3
0.213392,0.4
0.210974,0.5
0.211911,0.6
0.211265,0.7
0.209013,0.8
0.211565,0.9
0.213054,1
0.211998,1.1
0.211321,1.2
0.208843,1.3
0.209211,1.4
0.21111,1.5
0.210431,1.6
0.20982,1.7
0.208635,1.8
0.209942,1.9
0.212654,2
0.215441,2.1
0.216023,2.2
0.217449,2.3
0.21648,2.4
0.217222,2.5
0.217884,2.6
0.217723,2.7
0.215888,2.8
0.215373,2.9
0.215743,3
0.21631,3.1
0.214649,3.2
0.213055,3.3
0.209281,3.4
0.203786,3.5
0.196987,3.6
0.189734,3.7
0.183848,3.8
0.179236,3.9
0.177121,4
0.177026,4.1
0.180119,4.2
0.190167,4.3
0.209019,4.4
0.238708,4.5
0.285477,4.6
0.356279,4.7
0.468496,4.8
0.646271,4.9
0.502594,5
0.377192,5.1
0.31461,5.2
0.272273,5.3
0.240974,5.4
0.215431,5.5
0.192876,5.6
0.175088,5.7
0.15947,5.8
0.144265,5.9
0.129498,6
0.113387,6.1
0.0947679,6.2
0.0755045,6.3
0.0569566,6.4
0.0408035,6.5
0.0267027,6.6
0.0156553,6.7
0.00803813,6.8
0.00298542,6.9
0.000400927,7
0,7.1
0,7.2
0,7.3
0,7.4
0,7.5
0,7.6
0,7.7
0,7.8
0,7.9
0,8
0,8.1
0,8.2
0,8.3
0,8.4
0,8.5
0,8.6
0,8.7
0,8.8
0,8.9
0,9
0,9.1
0,9.2
0,9.3
0,9.4
0,9.5
0,9.6
0,9.7
0,9.8
0,9.9
0,10
